event_id,user_id,session_id,event_name,event_timestamp,event_properties,page_name,platform,event_source,experiment_id,variant_id
82b567b2-7011-5c45-b00a-1047d60d48b5,a8376540-000d-5855-b682-9aa197e52914,144e2a0f-15fa-59eb-bccb-b662f3ce2d2e,ai_assistant_interaction,2026-04-30 09:23:47+00:00,"{""variant_id"": ""control""}",ai_assistant,ios,user_action,,
a7acc0dc-613b-5afe-9e2b-8b0887e960b2,a8376540-000d-5855-b682-9aa197e52914,144e2a0f-15fa-59eb-bccb-b662f3ce2d2e,session_end,2026-04-30 09:50:52+00:00,"{""variant_id"": ""control""}",session,ios,user_action,,
4cb94032-7441-5f60-a4e1-bd9bb4b799ff,a8376540-000d-5855-b682-9aa197e52914,86c029f3-6eca-51a5-8472-8f10dfd7c029,session_start,2026-05-02 15:41:14+00:00,"{""variant_id"": ""control""}",session,ios,user_action,,
e8049474-d3fc-5b1e-937d-ea4a3baef625,a8376540-000d-5855-b682-9aa197e52914,86c029f3-6eca-51a5-8472-8f10dfd7c029,session_end,2026-05-02 15:46:34+00:00,"{""variant_id"": ""control""}",session,ios,user_action,,
5e7e7d96-6797-5261-97d7-9686fd31c663,a8376540-000d-5855-b682-9aa197e52914,86c029f3-6eca-51a5-8472-8f10dfd7c029,job_detail_view,2026-05-02 15:47:33+00:00,"{""variant_id"": ""control""}",job_detail,ios,user_action,,
75c572a6-c69b-54fe-84eb-3b4f0442df88,a8376540-000d-5855-b682-9aa197e52914,e7874f52-9bdf-5b5d-aed1-552fa8ae9d7a,session_start,2026-05-06 13:11:51+00:00,"{""variant_id"": ""control""}",session,ios,user_action,,
179f3206-7444-5986-be06-90ecbf62d691,a8376540-000d-5855-b682-9aa197e52914,e7874f52-9bdf-5b5d-aed1-552fa8ae9d7a,return_visit,2026-05-06 13:12:34+00:00,"{""variant_id"": ""control""}",dashboard,ios,user_action,,
e784f253-f0aa-5078-92f9-5a9a0e43f774,a8376540-000d-5855-b682-9aa197e52914,e7874f52-9bdf-5b5d-aed1-552fa8ae9d7a,session_end,2026-05-06 13:16:38+00:00,"{""variant_id"": ""control""}",session,ios,user_action,,
8a04cdaa-661a-5ebe-8109-a459b58a8530,a8376540-000d-5855-b682-9aa197e52914,bf37a8b5-201e-50c0-aa8e-3bc940c4f874,session_start,2026-05-14 03:04:30+00:00,"{""variant_id"": ""control""}",session,ios,user_action,,
02654c33-9a49-5767-8e58-7c741e490073,a8376540-000d-5855-b682-9aa197e52914,bf37a8b5-201e-50c0-aa8e-3bc940c4f874,session_end,2026-05-14 03:33:34+00:00,"{""variant_id"": ""control""}",session,ios,user_action,,
3ea2eaae-2a7a-594b-b81c-4ec454d8151f,a8376540-000d-5855-b682-9aa197e52914,02b38019-66c6-5a88-8fdd-dc4ab6b9dda3,session_start,2026-05-15 14:47:48+00:00,"{""variant_id"": ""control""}",session,ios,user_action,,
1d3da74b-7117-59e9-9a53-cfeb14b28274,a8376540-000d-5855-b682-9aa197e52914,02b38019-66c6-5a88-8fdd-dc4ab6b9dda3,return_visit,2026-05-15 14:56:09+00:00,"{""variant_id"": ""control""}",dashboard,ios,user_action,,
a394d476-1ce6-53dd-9c05-a6cbb07cca68,a8376540-000d-5855-b682-9aa197e52914,02b38019-66c6-5a88-8fdd-dc4ab6b9dda3,session_end,2026-05-15 15:03:19+00:00,"{""variant_id"": ""control""}",session,ios,user_action,,
c7ee6881-4f52-5e45-a5fe-f64a784c92bc,a57fbc32-4b1b-5992-8e8b-6c615f3b8ea4,783e7c7c-0762-53c0-b00b-296d8f61a402,signup,2026-04-18 03:58:12+00:00,"{""variant_id"": ""personalized""}",signup_page,web,user_action,exp_onboarding_v1,personalized
537ff1b9-0a69-57d6-aba3-32450b8ab367,a57fbc32-4b1b-5992-8e8b-6c615f3b8ea4,950d4a32-a8de-5e8a-a963-cc240ae02047,onboarding_start,2026-04-18 05:16:40+00:00,"{""variant_id"": ""personalized""}",onboarding,web,user_action,exp_onboarding_v1,personalized
6162ddcb-2278-59c2-a05d-efaf593247ec,a57fbc32-4b1b-5992-8e8b-6c615f3b8ea4,ced7023b-09d6-59c8-8979-a0e285fa677f,onboarding_complete,2026-04-18 05:35:08+00:00,"{""variant_id"": ""personalized""}",onboarding,web,user_action,exp_onboarding_v1,personalized
8119443b-2e6a-543b-b54a-adfa1db04583,a57fbc32-4b1b-5992-8e8b-6c615f3b8ea4,cac0ec64-c4b0-5f30-84f2-43d6881cac59,profile_complete,2026-04-18 11:57:55+00:00,"{""variant_id"": ""personalized""}",profile_edit,web,user_action,exp_onboarding_v1,personalized
0ea42b8e-8293-56b6-b7be-686f9153d4b9,a57fbc32-4b1b-5992-8e8b-6c615f3b8ea4,83a7b13c-7486-51e8-9469-d0aad05756fa,session_start,2026-04-19 01:18:02+00:00,"{""variant_id"": ""personalized""}",session,web,user_action,,
a541133b-e43d-585f-b3a4-caea7725ef65,a57fbc32-4b1b-5992-8e8b-6c615f3b8ea4,83a7b13c-7486-51e8-9469-d0aad05756fa,session_end,2026-04-19 01:46:47+00:00,"{""variant_id"": ""personalized""}",session,web,user_action,,
8b71b048-889b-59cf-9f4e-48a5e1148556,a57fbc32-4b1b-5992-8e8b-6c615f3b8ea4,b2670106-538c-5ea5-b025-6b8a960fa99a,job_recommendation_view,2026-04-21 07:24:07+00:00,"{""variant_id"": ""personalized""}",job_recommendations,web,user_action,exp_onboarding_v1,personalized
2a62d0ec-7013-5aa8-81fc-1520e9d36891,a57fbc32-4b1b-5992-8e8b-6c615f3b8ea4,5dee935d-8c81-5582-8c7c-928770718ed5,session_start,2026-04-21 20:04:47+00:00,"{""variant_id"": ""personalized""}",session,web,user_action,,
091a1ffb-42bc-5109-94e5-2903069f95e2,a57fbc32-4b1b-5992-8e8b-6c615f3b8ea4,5dee935d-8c81-5582-8c7c-928770718ed5,return_visit,2026-04-21 20:06:23+00:00,"{""variant_id"": ""personalized""}",dashboard,web,user_action,,
204b3fdc-8df4-53f8-a8e6-a99d6983226a,a57fbc32-4b1b-5992-8e8b-6c615f3b8ea4,5dee935d-8c81-5582-8c7c-928770718ed5,job_detail_view,2026-04-21 20:07:55+00:00,"{""variant_id"": ""personalized""}",job_detail,web,user_action,,
e492f7df-f448-5ae1-8260-77df539246f7,a57fbc32-4b1b-5992-8e8b-6c615f3b8ea4,5dee935d-8c81-5582-8c7c-928770718ed5,session_end,2026-04-21 20:11:04+00:00,"{""variant_id"": ""personalized""}",session,web,user_action,,
bd6502b9-ee9a-5ebb-8518-7e73900fd45e,a57fbc32-4b1b-5992-8e8b-6c615f3b8ea4,838e04be-3445-56ec-9199-09ec4c958360,session_start,2026-04-22 05:49:22+00:00,"{""variant_id"": ""personalized""}",session,web,user_action,,
4a23ae9e-87f1-5113-8982-ed81c3d2bbc9,a57fbc32-4b1b-5992-8e8b-6c615f3b8ea4,838e04be-3445-56ec-9199-09ec4c958360,ai_assistant_interaction,2026-04-22 05:51:44+00:00,"{""variant_id"": ""personalized""}",ai_assistant,web,user_action,,
d6ec3838-15b2-5310-83ee-817f161c618f,a57fbc32-4b1b-5992-8e8b-6c615f3b8ea4,838e04be-3445-56ec-9199-09ec4c958360,session_end,2026-04-22 06:14:22+00:00,"{""variant_id"": ""personalized""}",session,web,user_action,,
d4ce707a-9f91-520c-a3df-7f13165a9048,a57fbc32-4b1b-5992-8e8b-6c615f3b8ea4,133c4f6d-998c-5d3e-9eeb-39817900bd90,job_save,2026-04-23 00:59:45+00:00,"{""variant_id"": ""personalized"", ""job_id"": ""c431b412-a0d4-5c0a-b15a-8649bb8e0257""}",job_detail,web,user_action,exp_onboarding_v1,personalized
9a791bc4-66ef-520d-a7a7-d8b9ca505823,a57fbc32-4b1b-5992-8e8b-6c615f3b8ea4,8709754f-ccac-5caa-b817-1b55c09d9820,email_sent,2026-04-24 03:11:47+00:00,"{""variant_id"": ""personalized"", ""campaign_type"": ""onboarding_reminder""}",intervention,web,campaign,,
ae897489-230f-50d4-adcb-d540abaec1b8,a57fbc32-4b1b-5992-8e8b-6c615f3b8ea4,ed8ff521-606f-5923-8bc1-b0ce2dd6ffc5,session_start,2026-04-24 05:12:12+00:00,"{""variant_id"": ""personalized""}",session,web,user_action,,
77cab6ac-3c43-5728-a416-5faf5e4c1a80,a57fbc32-4b1b-5992-8e8b-6c615f3b8ea4,ed8ff521-606f-5923-8bc1-b0ce2dd6ffc5,job_detail_view,2026-04-24 05:14:26+00:00,"{""variant_id"": ""personalized""}",job_detail,web,user_action,,
c6699721-e543-5af9-ac1e-67d637f8de85,a57fbc32-4b1b-5992-8e8b-6c615f3b8ea4,ed8ff521-606f-5923-8bc1-b0ce2dd6ffc5,session_end,2026-04-24 05:15:17+00:00,"{""variant_id"": ""personalized""}",session,web,user_action,,
37091a29-3945-544f-8924-5849920131eb,a57fbc32-4b1b-5992-8e8b-6c615f3b8ea4,d250018d-0db8-5ecb-abe2-1e824d2f47ac,growth_task_complete,2026-04-24 16:27:04+00:00,"{""variant_id"": ""personalized"", ""task_type"": ""mock_interview""}",growth_task,web,user_action,exp_onboarding_v1,personalized
ed9b6b93-1cd3-52aa-b7bc-c0eedaaf57e6,a57fbc32-4b1b-5992-8e8b-6c615f3b8ea4,c4fe5463-1059-598e-b700-3dd2a2526e56,session_start,2026-04-25 10:49:44+00:00,"{""variant_id"": ""personalized""}",session,web,user_action,,
652228bd-95a5-5315-b9f7-9e59266102d4,a57fbc32-4b1b-5992-8e8b-6c615f3b8ea4,c4fe5463-1059-598e-b700-3dd2a2526e56,job_detail_view,2026-04-25 10:58:36+00:00,"{""variant_id"": ""personalized""}",job_detail,web,user_action,,
1f25e1e2-0d49-53c3-97a6-0c7541f778b4,a57fbc32-4b1b-5992-8e8b-6c615f3b8ea4,c4fe5463-1059-598e-b700-3dd2a2526e56,return_visit,2026-04-25 10:58:40+00:00,"{""variant_id"": ""personalized""}",dashboard,web,user_action,,
06739cc0-a552-57a5-8e90-558cb5556bcf,a57fbc32-4b1b-5992-8e8b-6c615f3b8ea4,c4fe5463-1059-598e-b700-3dd2a2526e56,session_end,2026-04-25 11:14:16+00:00,"{""variant_id"": ""personalized""}",session,web,user_action,,
1917586f-4de2-5418-9c03-14b939dd05ac,a57fbc32-4b1b-5992-8e8b-6c615f3b8ea4,08e58c29-fea2-51a4-8a9f-b6d165d444aa,career_report_generate,2026-04-26 02:00:58+00:00,"{""variant_id"": ""personalized""}",career_report,web,user_action,exp_onboarding_v1,personalized
31a8267d-dc2d-5d01-941b-ddf2cc7452c1,a57fbc32-4b1b-5992-8e8b-6c615f3b8ea4,a77bdee6-bf66-56a7-a6c8-56c9d2f79414,session_start,2026-04-27 04:26:58+00:00,"{""variant_id"": ""personalized""}",session,web,user_action,,
c667d622-b3c6-58f3-a089-8be030d9ad6b,a57fbc32-4b1b-5992-8e8b-6c615f3b8ea4,a77bdee6-bf66-56a7-a6c8-56c9d2f79414,return_visit,2026-04-27 04:35:19+00:00,"{""variant_id"": ""personalized""}",dashboard,web,user_action,,
436b6216-909b-58a6-a9ad-470a0032f615,a57fbc32-4b1b-5992-8e8b-6c615f3b8ea4,a77bdee6-bf66-56a7-a6c8-56c9d2f79414,session_end,2026-04-27 04:36:08+00:00,"{""variant_id"": ""personalized""}",session,web,user_action,,
c3060763-8ff5-5544-b100-99de903fedc5,ae13867b-fc5a-59ab-b810-ff986182d58d,366de974-488a-53a2-a485-e338cf797ff8,signup,2026-04-03 06:46:56+00:00,"{""variant_id"": ""personalized""}",signup_page,ios,user_action,exp_onboarding_v1,personalized
6bb241a9-2d41-5591-9b5e-7ff3dfa7c5d5,ae13867b-fc5a-59ab-b810-ff986182d58d,48edc343-9ca2-573f-9a30-2219f8e18946,session_start,2026-04-03 10:31:16+00:00,"{""variant_id"": ""personalized""}",session,ios,user_action,,
2b2db969-d0d4-5fbe-95f3-bbc51d7ded2d,ae13867b-fc5a-59ab-b810-ff986182d58d,48edc343-9ca2-573f-9a30-2219f8e18946,job_detail_view,2026-04-03 10:35:36+00:00,"{""variant_id"": ""personalized""}",job_detail,ios,user_action,,
feb72ae4-f721-501e-8ffb-59411180ec0b,ae13867b-fc5a-59ab-b810-ff986182d58d,48edc343-9ca2-573f-9a30-2219f8e18946,session_end,2026-04-03 10:51:29+00:00,"{""variant_id"": ""personalized""}",session,ios,user_action,,
3fc04e6e-2039-5a1c-902d-0946cd1669d7,ae13867b-fc5a-59ab-b810-ff986182d58d,42e9a811-a4e3-5527-bd30-a2802dac4d85,profile_complete,2026-04-03 12:17:04+00:00,"{""variant_id"": ""personalized""}",profile_edit,ios,user_action,exp_onboarding_v1,personalized
a0190505-4227-5dcf-b9bc-c53b4a4322b8,ae13867b-fc5a-59ab-b810-ff986182d58d,32758272-1258-5468-a6e6-3220218df2a5,onboarding_start,2026-04-04 03:02:09+00:00,"{""variant_id"": ""personalized""}",onboarding,ios,user_action,exp_onboarding_v1,personalized
c85f7b8e-a385-534a-9263-1e540d4026ab,ae13867b-fc5a-59ab-b810-ff986182d58d,a0dbd2c3-bda8-588c-98a9-8d8d33786690,onboarding_complete,2026-04-04 03:12:37+00:00,"{""variant_id"": ""personalized""}",onboarding,ios,user_action,exp_onboarding_v1,personalized
04874660-10cb-5445-a75e-8ff10857d7bf,ae13867b-fc5a-59ab-b810-ff986182d58d,6d42baaf-b0b8-535f-b9ef-6302220e8abb,resume_upload,2026-04-06 09:19:12+00:00,"{""variant_id"": ""personalized""}",resume_upload,ios,user_action,exp_onboarding_v1,personalized
6b776a33-c586-5cd5-84d1-0f2f38330229,ae13867b-fc5a-59ab-b810-ff986182d58d,63c6ca57-1155-52f9-80a6-9d98265b63bc,job_recommendation_view,2026-04-06 13:43:20+00:00,"{""variant_id"": ""personalized""}",job_recommendations,ios,user_action,exp_onboarding_v1,personalized
e5321974-fa56-505e-8d13-d5d0e21368fd,ae13867b-fc5a-59ab-b810-ff986182d58d,2c7cfec6-577c-5013-99b4-d4237e863f6a,session_start,2026-04-07 02:48:07+00:00,"{""variant_id"": ""personalized""}",session,ios,user_action,,
4c45ed2b-f7c3-5787-a57d-466888312321,ae13867b-fc5a-59ab-b810-ff986182d58d,2c7cfec6-577c-5013-99b4-d4237e863f6a,job_detail_view,2026-04-07 02:57:58+00:00,"{""variant_id"": ""personalized""}",job_detail,ios,user_action,,
f1ef00d4-bdc9-5886-9cd7-a6efd239147b,ae13867b-fc5a-59ab-b810-ff986182d58d,2c7cfec6-577c-5013-99b4-d4237e863f6a,session_end,2026-04-07 03:09:17+00:00,"{""variant_id"": ""personalized""}",session,ios,user_action,,
0f7fc189-0012-59c0-95a3-38cbd11aa9c3,ae13867b-fc5a-59ab-b810-ff986182d58d,902ccf25-bc1c-5751-8d66-d5a5c656d433,session_start,2026-04-07 09:14:25+00:00,"{""variant_id"": ""personalized""}",session,ios,user_action,,
474711fc-b8c8-5a5b-b7da-4246cc3dcd71,ae13867b-fc5a-59ab-b810-ff986182d58d,902ccf25-bc1c-5751-8d66-d5a5c656d433,session_end,2026-04-07 09:25:29+00:00,"{""variant_id"": ""personalized""}",session,ios,user_action,,
7208bda7-ec54-5399-b872-0b13065ff98b,ae13867b-fc5a-59ab-b810-ff986182d58d,7c980299-bf59-5eea-926c-f2c5007ead31,job_save,2026-04-08 02:07:37+00:00,"{""variant_id"": ""personalized"", ""job_id"": ""6750d844-b984-5416-868a-700a7d6a78a5""}",job_detail,ios,user_action,exp_onboarding_v1,personalized
9ba0b254-9f31-5cce-a390-d407a4249e8c,ae13867b-fc5a-59ab-b810-ff986182d58d,ae20a1fc-f074-50b3-a850-9cbd1540a5a2,session_start,2026-04-09 01:13:13+00:00,"{""variant_id"": ""personalized""}",session,ios,user_action,,
15a21dc7-3111-569f-8f32-92ac95871fb3,ae13867b-fc5a-59ab-b810-ff986182d58d,ae20a1fc-f074-50b3-a850-9cbd1540a5a2,job_detail_view,2026-04-09 01:19:57+00:00,"{""variant_id"": ""personalized""}",job_detail,ios,user_action,,
466c36ae-bb82-526b-b786-17535bd7d143,ae13867b-fc5a-59ab-b810-ff986182d58d,ae20a1fc-f074-50b3-a850-9cbd1540a5a2,session_end,2026-04-09 01:33:59+00:00,"{""variant_id"": ""personalized""}",session,ios,user_action,,
24a4f0de-85b2-5469-9516-5549956f8319,ae13867b-fc5a-59ab-b810-ff986182d58d,d79e9869-ada8-5e22-812a-8a1f5bc8b715,session_start,2026-04-09 18:36:20+00:00,"{""variant_id"": ""personalized""}",session,ios,user_action,,
59e5d7f6-916e-5de0-84d1-af0c481cee62,ae13867b-fc5a-59ab-b810-ff986182d58d,d79e9869-ada8-5e22-812a-8a1f5bc8b715,return_visit,2026-04-09 18:38:41+00:00,"{""variant_id"": ""personalized""}",dashboard,ios,user_action,,
366eb688-97b8-5938-bedf-6c3b32987219,ae13867b-fc5a-59ab-b810-ff986182d58d,d79e9869-ada8-5e22-812a-8a1f5bc8b715,ai_assistant_interaction,2026-04-09 18:45:15+00:00,"{""variant_id"": ""personalized""}",ai_assistant,ios,user_action,,
af02fd06-7439-52d6-a421-d75cf09c478d,ae13867b-fc5a-59ab-b810-ff986182d58d,d79e9869-ada8-5e22-812a-8a1f5bc8b715,session_end,2026-04-09 18:54:04+00:00,"{""variant_id"": ""personalized""}",session,ios,user_action,,
b340436c-9850-5876-90d9-8d78bc1631b5,ae13867b-fc5a-59ab-b810-ff986182d58d,55fc1dd0-ec84-57a0-bd3f-d92d1a7e3959,push_sent,2026-04-10 23:45:09+00:00,"{""variant_id"": ""personalized"", ""campaign_type"": ""onboarding_reminder""}",intervention,ios,campaign,,
f4c3cff4-28c7-5e14-b0ec-cbee01f885de,ae13867b-fc5a-59ab-b810-ff986182d58d,2d55c6bf-4d1f-5673-9954-52ea98b21984,session_start,2026-04-11 01:26:45+00:00,"{""variant_id"": ""personalized""}",session,ios,user_action,,
b59a8165-d612-53a0-bccc-a86ba97875a0,ae13867b-fc5a-59ab-b810-ff986182d58d,2d55c6bf-4d1f-5673-9954-52ea98b21984,ai_assistant_interaction,2026-04-11 01:28:12+00:00,"{""variant_id"": ""personalized""}",ai_assistant,ios,user_action,,
50fec55b-4645-574d-bff8-c56e306286f2,ae13867b-fc5a-59ab-b810-ff986182d58d,2d55c6bf-4d1f-5673-9954-52ea98b21984,job_detail_view,2026-04-11 01:31:48+00:00,"{""variant_id"": ""personalized""}",job_detail,ios,user_action,,
17193902-9495-5366-8202-0d25f98aaf35,ae13867b-fc5a-59ab-b810-ff986182d58d,2d55c6bf-4d1f-5673-9954-52ea98b21984,session_end,2026-04-11 01:50:46+00:00,"{""variant_id"": ""personalized""}",session,ios,user_action,,
4e992cb2-3245-5dd7-a6bd-c37c6b6a8f65,ae13867b-fc5a-59ab-b810-ff986182d58d,22f646db-a632-5f82-9501-ddae78a078b9,session_start,2026-04-18 23:00:35+00:00,"{""variant_id"": ""personalized""}",session,ios,user_action,,
3a82e78a-d999-5e8a-b9bf-97faddecdb26,ae13867b-fc5a-59ab-b810-ff986182d58d,22f646db-a632-5f82-9501-ddae78a078b9,ai_assistant_interaction,2026-04-18 23:04:40+00:00,"{""variant_id"": ""personalized""}",ai_assistant,ios,user_action,,
789fe817-a7a3-5297-9291-1544dbf6d0b1,ae13867b-fc5a-59ab-b810-ff986182d58d,22f646db-a632-5f82-9501-ddae78a078b9,job_detail_view,2026-04-18 23:07:50+00:00,"{""variant_id"": ""personalized""}",job_detail,ios,user_action,,
7b500d7b-fbcb-59fe-80e6-5662d8231dc4,ae13867b-fc5a-59ab-b810-ff986182d58d,22f646db-a632-5f82-9501-ddae78a078b9,session_end,2026-04-18 23:22:44+00:00,"{""variant_id"": ""personalized""}",session,ios,user_action,,
2720c01f-b454-5447-8e7f-2f21eccf666a,6dfabb24-2054-5c13-8ef8-23c6a0a3f76c,5c97774d-53f9-5d82-bf6d-e9254162b706,signup,2026-04-02 21:04:22+00:00,"{""variant_id"": ""control""}",signup_page,web,user_action,exp_onboarding_v1,control
de056046-8fe5-529d-a60b-ca8e64741c90,6dfabb24-2054-5c13-8ef8-23c6a0a3f76c,e4ff982b-aca5-5eac-ab67-d8ecbe723d3c,onboarding_start,2026-04-02 21:39:54+00:00,"{""variant_id"": ""control""}",onboarding,web,user_action,exp_onboarding_v1,control
67bfefe7-281b-5279-a37b-485fb6dce457,6dfabb24-2054-5c13-8ef8-23c6a0a3f76c,23ceecd3-ee4b-5f31-aab1-c0ef50ecbc41,session_start,2026-04-03 00:18:07+00:00,"{""variant_id"": ""control""}",session,web,user_action,,
aefef995-204e-5ad7-8a14-ac9f0ec4ea93,6dfabb24-2054-5c13-8ef8-23c6a0a3f76c,23ceecd3-ee4b-5f31-aab1-c0ef50ecbc41,session_end,2026-04-03 00:32:29+00:00,"{""variant_id"": ""control""}",session,web,user_action,,
d48bbc1e-0d43-5e02-ad2a-0a0a73249b27,6dfabb24-2054-5c13-8ef8-23c6a0a3f76c,beb55420-07bb-5e40-8aa9-d9d2e490b251,onboarding_complete,2026-04-03 04:12:27+00:00,"{""variant_id"": ""control""}",onboarding,web,user_action,exp_onboarding_v1,control
bf81c55d-e42f-5ed5-8eec-69a490e6da5a,6dfabb24-2054-5c13-8ef8-23c6a0a3f76c,ada3527a-b152-5975-9dff-22ea52f766fa,profile_complete,2026-04-04 04:53:11+00:00,"{""variant_id"": ""control""}",profile_edit,web,user_action,exp_onboarding_v1,control
68cb009a-6cb1-5d1f-8de9-d74a9d5d5a0f,6dfabb24-2054-5c13-8ef8-23c6a0a3f76c,7aed2130-bfd0-5a14-9627-14f39da7dddf,session_start,2026-04-04 11:02:02+00:00,"{""variant_id"": ""control""}",session,web,user_action,,
c811b6c0-4507-50ad-81ff-6be2454b633f,6dfabb24-2054-5c13-8ef8-23c6a0a3f76c,7aed2130-bfd0-5a14-9627-14f39da7dddf,return_visit,2026-04-04 11:05:29+00:00,"{""variant_id"": ""control""}",dashboard,web,user_action,,
4ea5b816-b21f-55a2-8acd-ef4a9eb1f2fa,6dfabb24-2054-5c13-8ef8-23c6a0a3f76c,7aed2130-bfd0-5a14-9627-14f39da7dddf,session_end,2026-04-04 11:13:43+00:00,"{""variant_id"": ""control""}",session,web,user_action,,
7e35ab86-f111-558e-a11e-d430fee5ee9b,6dfabb24-2054-5c13-8ef8-23c6a0a3f76c,2ccc3261-b6dc-53e6-9429-791d4d758586,resume_upload,2026-04-05 00:07:25+00:00,"{""variant_id"": ""control""}",resume_upload,web,user_action,exp_onboarding_v1,control
